,"coremark","mibench-basicmath_tiny","mibench-bitcnts","mibench-cjpeg_small","mibench-crc_32","mibench-csusan_small","mibench-dbf","mibench-dijkstra_small","mibench-djpeg_small","mibench-drijndael","mibench-ebf","mibench-erijndael","mibench-esusan_small","mibench-fft_tiny","mibench-ifft_tiny","mibench-patricia","mibench-qsort_small","mibench-rawcaudio","mibench-rawdaudio","mibench-rsynth_tiny","mibench-search_large","mibench-search_small","mibench-sha","mibench-ssusan_small","mrtc-adpcm","mrtc-bsort100","mrtc-bs","mrtc-cnt","mrtc-compress","mrtc-cover","mrtc-crc","mrtc-duff","mrtc-edn","mrtc-expint","mrtc-fac","mrtc-fdct","mrtc-fft1","mrtc-fibcall","mrtc-fir","mrtc-insertsort","mrtc-janne_complex","mrtc-jfdctint","mrtc-lcdnum","mrtc-lms","mrtc-loop3","mrtc-ludcmp","mrtc-matmult","mrtc-minmax","mrtc-minver","mrtc-ndes","mrtc-nsichneu","mrtc-ns","mrtc-qsort-exam","mrtc-qurt","mrtc-recursion","mrtc-select","mrtc-sqrt","mrtc-statemate","mrtc-ud"
pref_sf_32_cbb_mc4k_32,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc4k_4,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc4k_64,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc4k_8,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc4k_ideal,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc8k_16,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc8k_32,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc8k_4,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc8k_64,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc8k_8,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc8k_ideal,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_384_cbb_ideal,1.00590,1.00981,1.01017,1.00444,.95285,1.00620,1.02889,.98275,1.00762,1.00096,1.02857,1.00341,1.00407,1.00884,1.00882,1.00512,1.01137,.99998,.99998,1.00172,1.01326,1.01369,1.00004,1.00058,1.00251,1.00000,1.00833,1.00032,.98792,1.00100,1.00007,1.00176,1.01001,1.00001,1.01492,1.00060,.99829,1.01492,1.00042,1.00162,1.00336,1.00028,1.00413,1.00835,1.01492,1.01413,1.00000,1.00735,1.02064,1.00003,1.00010,1.00012,1.07386,1.00453,1.00036,1.05320,1.01492,1.00467,1.01017
pref_sf_384_cbb_mc1k_16,.97021,.91990,1.00939,.97588,.97269,.97385,1.00884,.96599,.98968,.96741,1.00935,.95346,.94496,.91662,.91886,.82563,.92792,.99998,.99998,.96023,.86089,.86686,.99893,.97475,1.00241,1.00000,1.00260,1.00179,.99046,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00466,.94753,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.94211,1.00363,.90464,1.00000,1.00158,.94758,.99985,1.00019,1.00010,1.10567,.94623,1.00032,1.04810,1.00363,1.00117,.93927
pref_sf_384_cbb_mc1k_32,.97021,.91990,1.00939,.97588,.97269,.97385,1.00884,.96599,.98968,.96741,1.00935,.95346,.94496,.91662,.91886,.82563,.92792,.99998,.99998,.96023,.86089,.86686,.99893,.97475,1.00241,1.00000,1.00260,1.00179,.99046,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00466,.94753,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.94211,1.00363,.90464,1.00000,1.00158,.94758,.99985,1.00019,1.00010,1.10567,.94623,1.00032,1.04810,1.00363,1.00117,.93927
pref_sf_384_cbb_mc1k_4,1.00797,.93296,1.00978,1.06801,.97426,.97369,1.01857,.99072,1.03037,.96740,1.01777,.95768,.97583,.92198,.92418,.95025,.93279,.99998,.99998,.97067,.89670,.90508,1.00020,.97492,1.00246,1.00000,1.00260,1.00179,.99046,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00466,.94833,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.95924,1.00363,.90272,1.00000,1.00158,.94008,.99985,1.00019,1.00010,1.67635,.94901,1.00032,1.16743,1.00363,1.00117,1.00454
pref_sf_384_cbb_mc1k_64,.97021,.91990,1.00939,.97588,.97269,.97385,1.00884,.96599,.98968,.96741,1.00935,.95346,.94496,.91662,.91886,.82563,.92792,.99998,.99998,.96023,.86089,.86686,.99893,.97475,1.00241,1.00000,1.00260,1.00179,.99046,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00466,.94753,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.94211,1.00363,.90464,1.00000,1.00158,.94758,.99985,1.00019,1.00010,1.10567,.94623,1.00032,1.04810,1.00363,1.00117,.93927
pref_sf_384_cbb_mc1k_8,.99597,.92195,1.00985,.99586,.97280,.97398,1.01881,.97126,1.01217,.96761,1.01778,.95365,.94502,.91681,.91911,.91848,.92794,.99998,.99998,.96023,.86091,.86722,.99894,.97477,1.00241,1.00000,1.00260,1.00179,.99046,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00466,.94753,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.94211,1.00363,.90464,1.00000,1.00158,.94758,.99985,1.00019,1.00010,1.13155,.94623,1.00032,1.95660,1.00363,1.00117,.93927
pref_sf_384_cbb_mc1k_ideal,.97021,.91990,1.00939,.97588,.97269,.97385,1.00884,.96599,.98968,.96741,1.00935,.95346,.94496,.91662,.91886,.82563,.92792,.99998,.99998,.96023,.86089,.86686,.99893,.97475,1.00241,1.00000,1.00260,1.00179,.99046,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00466,.94753,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.94211,1.00363,.90464,1.00000,1.00158,.94758,.99985,1.00019,1.00010,1.10567,.94623,1.00032,1.04810,1.00363,1.00117,.93927
pref_sf_384_cbb_mc2k_16,1.00290,.88855,1.00998,1.02538,.98612,.97471,1.01795,.97230,1.03363,.97643,1.01688,.97140,.97380,.88875,.89186,.94755,.91877,.99998,.99998,.93762,.90337,.91100,1.00036,.97647,1.00242,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00474,.95390,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.98367,1.00363,.92084,1.00000,1.00158,.97093,.99982,1.00019,1.00010,1.47244,.92083,1.00032,1.13781,1.00363,1.00117,.96681
pref_sf_384_cbb_mc2k_32,1.00107,.88798,1.00997,1.01789,.97320,.97463,1.01756,.96846,.99287,.97643,1.01672,.97140,.97375,.88721,.89090,.94551,.86964,.99998,.99998,.93761,.88277,.88781,1.00033,.97646,1.00242,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00474,.95390,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.98367,1.00363,.92084,1.00000,1.00158,.97093,.99982,1.00019,1.00010,1.07898,.92083,1.00032,1.06244,1.00363,1.00117,.96681
pref_sf_384_cbb_mc2k_4,1.00840,.93281,1.00978,1.06801,.97426,.97269,1.01872,.99072,1.03627,.96740,1.01792,.95768,.96784,.91872,.92092,.95025,.93279,.99998,.99998,.96850,.89670,.90508,1.00020,.97494,1.00247,1.00000,1.00260,1.00179,.99046,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00466,.94833,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.95992,1.00363,.90272,1.00000,1.00158,.94008,.99982,1.00019,1.00010,1.67635,.94901,1.00032,1.16743,1.00363,1.00117,1.00454
pref_sf_384_cbb_mc2k_64,1.00107,.88798,1.00997,1.01789,.97320,.97463,1.01756,.96846,.99287,.97643,1.01672,.97140,.97375,.88721,.89090,.94551,.86964,.99998,.99998,.93761,.88277,.88781,1.00033,.97646,1.00242,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00474,.95390,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.98367,1.00363,.92084,1.00000,1.00158,.97093,.99982,1.00019,1.00010,1.07898,.92083,1.00032,1.06244,1.00363,1.00117,.96681
pref_sf_384_cbb_mc2k_8,.99839,.90491,1.01006,1.13321,.97283,.97805,1.02724,1.03844,1.02877,.96665,1.02487,.96514,.97428,.92043,.91876,.98314,.98115,.99998,.99998,.95855,.92616,.93624,1.00037,.98083,1.00242,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00474,.95539,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.97792,1.00363,.92613,1.00000,1.00158,.97587,.99982,1.00019,1.00010,1.27602,.96319,1.00032,2.10525,1.00363,1.00117,.96079
pref_sf_384_cbb_mc2k_ideal,1.00107,.88798,1.00997,1.01789,.97320,.97463,1.01756,.96846,.99287,.97643,1.01672,.97140,.97375,.88721,.89090,.94551,.86964,.99998,.99998,.93761,.88277,.88781,1.00033,.97646,1.00242,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00474,.95390,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.98367,1.00363,.92084,1.00000,1.00158,.97093,.99982,1.00019,1.00010,1.07898,.92083,1.00032,1.06244,1.00363,1.00117,.96681
pref_sf_384_cbb_mc4k_16,1.00942,1.10258,1.01003,1.07496,.98614,1.08333,1.01899,1.10241,1.04108,.97672,1.01653,.97232,1.03598,1.14464,1.15593,.95532,.98199,.99998,.99998,1.02474,.93666,.94480,1.01147,1.04597,1.00241,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00931,1.00001,1.00363,1.00474,.96711,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,1.04954,1.00363,.93920,1.00000,1.00158,.98073,.99982,1.00019,1.00010,1.47244,1.06423,1.00032,1.13781,1.00363,1.00117,1.22939
pref_sf_384_cbb_mc4k_32,1.00193,.78565,1.01003,1.00966,.97322,.98483,1.01786,.98490,1.00605,.97571,1.01651,.97102,.97909,.78280,.79702,.98947,.94671,.99998,.99998,.86801,.92069,.92435,1.00009,.98937,1.00241,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00931,1.00001,1.00363,1.00474,.96967,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.99009,1.00363,.93513,1.00000,1.00158,.99007,.99982,1.00019,1.00010,1.07898,.80283,1.00032,1.06244,1.00363,1.00117,1.01604
pref_sf_384_cbb_mc4k_4,1.00840,.93281,1.00978,1.06801,.97426,.97269,1.34785,.99072,1.03627,.96740,1.34171,.95768,.96784,.91872,.92092,.95025,.93279,.99998,.99998,.96850,.89670,.90508,1.00020,.97494,1.00247,1.00000,1.00260,1.00179,.99046,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00466,.94833,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.95992,1.00363,.90272,1.00000,1.00158,.94008,.99982,1.00019,1.00010,1.67635,.94901,1.00032,1.16743,1.00363,1.00117,1.00454
pref_sf_384_cbb_mc4k_64,1.00178,.78322,1.01003,1.00373,.97322,.98482,1.01776,.98488,.99473,.97571,1.01649,.97102,.97909,.78271,.79690,.95202,.94670,.99998,.99998,.86800,.73245,.72177,1.00008,.98937,1.00241,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00931,1.00001,1.00363,1.00474,.96967,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.99009,1.00363,.93513,1.00000,1.00158,.99007,.99982,1.00019,1.00010,1.07898,.80283,1.00032,1.06244,1.00363,1.00117,1.01604
pref_sf_384_cbb_mc4k_8,.99843,.93840,1.01006,1.13321,.97283,.97718,1.01348,1.03844,1.03087,.96665,1.01219,.96514,.97391,.93047,.92904,.98314,.98115,.99998,.99998,.95965,.92616,.93624,1.00037,.98083,1.00241,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00474,.95539,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.97779,1.00363,.92613,1.00000,1.00158,.97587,.99982,1.00019,1.00010,1.27602,.96319,1.00032,2.10525,1.00363,1.00117,.96079
pref_sf_384_cbb_mc4k_ideal,1.00178,.78322,1.01003,1.00373,.97322,.98482,1.01776,.98488,.99473,.97571,1.01649,.97102,.97909,.78271,.79690,.95202,.94670,.99998,.99998,.86800,.73245,.72177,1.00008,.98937,1.00241,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00931,1.00001,1.00363,1.00474,.96967,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.99009,1.00363,.93513,1.00000,1.00158,.99007,.99982,1.00019,1.00010,1.07898,.80283,1.00032,1.06244,1.00363,1.00117,1.01604
pref_sf_384_cbb_mc8k_16,1.00942,1.11392,1.01003,1.07496,.98614,1.08474,1.01899,1.10241,1.04108,.97636,1.01656,.97136,1.03666,1.15034,1.16196,.95532,.98199,.99998,.99998,1.02497,.93666,.94480,1.01147,1.04597,1.00253,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00931,1.00001,1.00363,1.00474,.96711,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,1.04954,1.00363,.93920,1.00000,1.00158,.98073,.99982,1.00019,1.00010,1.47244,1.06423,1.00032,1.13781,1.00363,1.00117,1.22939
pref_sf_384_cbb_mc8k_32,1.00406,.98260,1.01003,1.01658,.97322,1.31760,1.02712,.98581,1.04990,.97549,1.02635,.97094,1.09716,.99175,.99219,.99727,.94671,.99998,.99998,.98550,1.19631,1.23035,1.00003,.99547,1.00253,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00931,1.00001,1.00363,1.00474,1.26951,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,1.11049,1.00363,1.29235,1.00000,1.00158,1.23406,.99982,1.00019,1.00010,1.07898,1.13329,1.00032,1.06244,1.00363,1.00117,1.01970
pref_sf_384_cbb_mc8k_4,1.00840,.93281,1.00978,1.06801,.97426,.97269,1.34785,.99072,1.03627,.96740,1.34171,.95768,.96784,.91872,.92092,.95025,.93279,.99998,.99998,.96850,.89670,.90508,1.00020,.97494,1.00247,1.00000,1.00260,1.00179,.99046,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00466,.94833,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.95992,1.00363,.90272,1.00000,1.00158,.94008,.99982,1.00019,1.00010,1.67635,.94901,1.00032,1.16743,1.00363,1.00117,1.00454
pref_sf_384_cbb_mc8k_64,1.00422,.95309,1.01009,1.00719,.97325,.99114,1.01750,.98593,1.00402,.97570,1.01654,.97094,.91880,.87835,.88131,.97155,1.00608,.99998,.99998,.97285,.97483,.97650,1.00002,.99218,1.00253,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00931,1.00001,1.00363,1.00474,.99522,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.84366,1.00363,1.02472,1.00000,1.00158,1.00545,.99982,1.00019,1.00010,1.07898,.98440,1.00032,1.06244,1.00363,1.00117,1.01610
pref_sf_384_cbb_mc8k_8,.99843,.93840,1.01006,1.13321,.97283,.97718,1.01348,1.03844,1.03087,.96665,1.01219,.96514,.97391,.93047,.92904,.98314,.98115,.99998,.99998,.95965,.92616,.93624,1.00037,.98083,1.00248,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00930,1.00001,1.00363,1.00474,.95539,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.97779,1.00363,.92613,1.00000,1.00158,.97587,.99982,1.00019,1.00010,1.27602,.96319,1.00032,2.10525,1.00363,1.00117,.96079
pref_sf_384_cbb_mc8k_ideal,1.00256,.94467,1.01009,1.00704,.97324,.99064,1.01750,.98245,1.00397,.97570,1.01654,.97094,.91853,.87832,.88137,.95039,1.00620,.99998,.99998,.97284,.70297,.69991,1.00002,.99214,1.00253,1.00000,1.00260,1.00181,.99040,1.00071,1.00006,1.00126,1.00931,1.00001,1.00363,1.00474,.99522,1.00363,1.00034,1.00056,1.00178,1.00016,1.00135,.84366,1.00363,1.02472,1.00000,1.00158,1.00545,.99982,1.00019,1.00010,1.07898,.98440,1.00032,1.06244,1.00363,1.00117,1.01610
pref_sf_512_cbb_ideal,1.00855,1.00919,1.01018,.99934,.97595,1.00769,1.05378,1.04633,1.00814,1.00415,1.05358,1.00661,1.00455,1.00771,1.00794,1.00817,1.01326,.91817,.99998,1.00141,1.01795,1.01750,1.00056,1.00083,1.00144,1.00000,1.00833,1.00033,1.00025,1.00100,1.00007,1.00176,.99747,1.00001,1.01492,1.00060,1.00473,1.01492,1.00042,1.00162,1.00336,1.00028,1.00413,1.01067,1.01492,1.01433,1.00000,1.00735,1.02353,1.00003,1.00010,1.00012,1.07968,1.00716,1.00036,1.06126,1.01492,1.00467,1.00681
pref_sf_512_cbb_mc1k_16,.88183,.90611,1.00922,.89307,.98510,.96156,1.01916,1.01303,.96323,.97544,1.02112,.96201,.97999,.93386,.93625,.82860,.92759,.93114,.99998,.94743,.88894,.89528,1.00001,.98585,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00466,.91422,.97526,1.00034,1.00056,.98769,1.00144,1.00135,.88573,.97526,.92536,1.00000,1.00158,.92493,1.00002,.99984,1.00010,1.10642,.96189,.99770,1.05822,.97526,1.00112,.92792
pref_sf_512_cbb_mc1k_32,.88183,.90611,1.00922,.89307,.98510,.96156,1.01916,1.01303,.96323,.97544,1.02112,.96201,.97999,.93386,.93625,.82860,.92759,.93114,.99998,.94743,.88894,.89528,1.00001,.98585,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00466,.91422,.97526,1.00034,1.00056,.98769,1.00144,1.00135,.88573,.97526,.92536,1.00000,1.00158,.92493,1.00002,.99984,1.00010,1.10642,.96189,.99770,1.05822,.97526,1.00112,.92792
pref_sf_512_cbb_mc1k_4,1.00116,.91496,1.00962,1.01574,.98666,.96221,1.02872,1.03214,1.02541,.97523,1.02936,.96205,.97878,.93983,.94200,.92487,.93094,.93114,.99998,.95076,.89003,.89671,1.00124,1.02770,1.00145,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00466,.92476,.97526,1.00034,1.00056,.98769,1.00144,1.00135,.90235,.97526,.92501,1.00000,1.00158,.92624,1.00002,.99984,1.00010,1.69557,.97661,.99770,1.18276,.97526,1.00112,.99401
pref_sf_512_cbb_mc1k_64,.88183,.90611,1.00922,.89307,.98510,.96156,1.01916,1.01303,.96323,.97544,1.02112,.96201,.97999,.93386,.93625,.82860,.92759,.93114,.99998,.94743,.88894,.89528,1.00001,.98585,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00466,.91422,.97526,1.00034,1.00056,.98769,1.00144,1.00135,.88573,.97526,.92536,1.00000,1.00158,.92493,1.00002,.99984,1.00010,1.10642,.96189,.99770,1.05822,.97526,1.00112,.92792
pref_sf_512_cbb_mc1k_8,.96397,.90649,1.00926,.91140,.98510,.96159,1.02897,1.01327,.98312,.97544,1.02938,.96201,.98001,.93403,.93643,.83201,.92759,.93114,.99998,.94743,.88895,.89564,1.00001,.98586,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00466,.91422,.97526,1.00034,1.00056,.98769,1.00144,1.00135,.88573,.97526,.92536,1.00000,1.00158,.92493,1.00002,.99984,1.00010,1.13231,.96189,.99770,1.97549,.97526,1.00112,.92792
pref_sf_512_cbb_mc1k_ideal,.88183,.90611,1.00922,.89307,.98510,.96156,1.01916,1.01303,.96323,.97544,1.02112,.96201,.97999,.93386,.93625,.82860,.92759,.93114,.99998,.94743,.88894,.89528,1.00001,.98585,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00466,.91422,.97526,1.00034,1.00056,.98769,1.00144,1.00135,.88573,.97526,.92536,1.00000,1.00158,.92493,1.00002,.99984,1.00010,1.10642,.96189,.99770,1.05822,.97526,1.00112,.92792
pref_sf_512_cbb_mc2k_16,1.00425,.91227,1.00992,1.00309,.98528,.97112,1.02762,1.04305,1.01608,.97020,1.02829,.97322,.98402,.93525,.93844,.94267,.92494,.93114,.99998,.90205,.90026,.90697,1.00042,.98947,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.93819,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.76298,.97526,.95154,1.00000,1.00158,.96983,1.00002,.99984,1.00010,1.48658,.98508,.99770,1.14531,.97526,1.00112,.96447
pref_sf_512_cbb_mc2k_32,1.00421,.91227,1.00992,.99588,.97196,.97108,1.02743,1.04304,.98599,.97020,1.02825,.97322,.98399,.93525,.93844,.94267,.92493,.93114,.99998,.90205,.90026,.88977,1.00040,.98946,1.00140,1.00000,.98214,1.00020,.99914,1.00071,1.00006,.99125,.99765,.99990,.97526,1.00474,.93819,.97526,1.00034,1.00056,.98769,1.00146,1.00135,.76298,.97526,.95154,1.00000,1.00158,.96983,1.00002,.99984,1.00010,1.08934,.98508,.99770,1.06944,.97526,1.00112,.96447
